testId,graphId,strength,approach,coverageCriteria,experimentRepeatId,time,size,seedSize,noOfNodes,noOfEdges,noOfEntities,noOfEntitiesCoveredBySeed
4188,174,2,cover-and-generate,t_order,1,687.474565029,37,0,530,825,1836,0
4189,174,2,cover-and-generate,t_order,2,721.463098049,35,0,530,825,1836,0
4190,174,2,cover-and-generate,t_order,3,671.546944141,35,0,530,825,1836,0
4191,174,2,cover-and-generate,t_order,4,643.842371941,36,0,530,825,1836,0
4192,174,2,cover-and-generate,t_order,5,691.29094696,36,0,530,825,1836,0
4193,174,2,cover-and-generate,t+_cover,1,2215.17381907,38,0,530,825,1823,0
4194,174,2,cover-and-generate,t+_cover,2,1725.82746601,34,0,530,825,1823,0
4195,174,2,cover-and-generate,t+_cover,3,2215.21321893,38,0,530,825,1823,0
4196,174,2,cover-and-generate,t+_cover,4,2064.04792094,38,0,530,825,1823,0
4197,174,2,cover-and-generate,t+_cover,5,2082.83039212,34,0,530,825,1823,0
4198,156,2,generate-and-cover,t_cover,1,5.72403883934,2,0,17,19,16,0
4199,156,2,generate-and-cover,t*_cover,1,34.3859269619,11,0,17,19,101,0
4200,156,2,generate-and-cover,t_order,1,4.64521312714,1,0,17,19,96,0
4201,156,2,generate-and-cover,t_order,2,4.64521312714,1,0,17,19,96,0
4202,156,2,generate-and-cover,t+_cover,1,46.861232996,1,0,17,19,85,0
4203,156,2,cover-and-generate,t_cover,1,5.58224606514,2,0,17,19,16,0
4204,156,2,cover-and-generate,t_cover,2,5.58426785469,2,0,17,19,16,0
4205,156,2,cover-and-generate,t_cover,3,5.50541400909,2,0,17,19,16,0
4206,156,2,cover-and-generate,t_cover,4,5.12430405617,2,0,17,19,16,0
4207,156,2,cover-and-generate,t_cover,5,5.98839592934,2,0,17,19,16,0
4208,156,2,cover-and-generate,t*_cover,1,37.0435011387,2,0,17,19,101,0
4209,156,2,cover-and-generate,t*_cover,2,41.5062050819,2,0,17,19,101,0
4210,156,2,cover-and-generate,t*_cover,3,39.8088970184,2,0,17,19,101,0
4211,156,2,cover-and-generate,t*_cover,4,36.5009040833,2,0,17,19,101,0
4212,156,2,cover-and-generate,t*_cover,5,41.3227958679,2,0,17,19,101,0
4213,156,2,cover-and-generate,t_order,1,4.4011528492,1,0,17,19,96,0
4214,156,2,cover-and-generate,t_order,2,5.08298802376,1,0,17,19,96,0
4215,156,2,cover-and-generate,t_order,3,4.1184129715,1,0,17,19,96,0
4216,156,2,cover-and-generate,t_order,4,3.39370989799,1,0,17,19,96,0
4217,156,2,cover-and-generate,t_order,5,4.48696398735,1,0,17,19,96,0
4218,156,2,cover-and-generate,t+_cover,1,46.9453568459,1,0,17,19,85,0
4219,156,2,cover-and-generate,t+_cover,2,31.9962050915,1,0,17,19,85,0
4220,156,2,cover-and-generate,t+_cover,3,35.1807320118,1,0,17,19,85,0
4221,156,2,cover-and-generate,t+_cover,4,46.9453568459,1,0,17,19,85,0
4222,156,2,cover-and-generate,t+_cover,5,34.6255140305,1,0,17,19,85,0
4223,110,3,generate-and-cover,t_cover,1,77.4736750126,22,0,80,113,71,0
4224,110,3,generate-and-cover,t*_cover,1,1534.04656196,46,19,80,113,9549,9441
4225,110,3,generate-and-cover,t_order,1,411.227677107,24,0,80,113,9489,0
4226,110,3,generate-and-cover,t_order,2,411.227677107,24,0,80,113,9489,0
4227,110,3,generate-and-cover,t+_cover,1,1068.34921002,20,12,80,113,9478,9392
4228,110,3,cover-and-generate,t_cover,1,75.2192761898,15,5,80,113,71,51
4229,110,3,cover-and-generate,t_cover,2,75.9164488316,14,5,80,113,71,54
4230,110,3,cover-and-generate,t_cover,3,73.4970881939,12,5,80,113,71,54
4231,110,3,cover-and-generate,t_cover,4,74.1507809162,13,5,80,113,71,52
4232,110,3,cover-and-generate,t_cover,5,79.9076590538,14,5,80,113,71,53
4233,110,3,cover-and-generate,t*_cover,1,802.877918959,19,6,80,113,9549,9444
4234,110,3,cover-and-generate,t*_cover,2,942.634608984,19,6,80,113,9549,9388
4235,110,3,cover-and-generate,t*_cover,3,749.438427925,19,8,80,113,9549,9520
4236,110,3,cover-and-generate,t*_cover,4,901.757673025,17,6,80,113,9549,9448
4237,110,3,cover-and-generate,t*_cover,5,841.506439924,18,6,80,113,9549,9453
4238,110,3,cover-and-generate,t_order,1,110.51286912,5,3,80,113,9489,9399
4239,110,3,cover-and-generate,t_order,2,100.899037123,5,3,80,113,9489,9446
4240,110,3,cover-and-generate,t_order,3,107.292811871,5,3,80,113,9489,9400
4241,110,3,cover-and-generate,t_order,4,101.880120039,5,3,80,113,9489,9400
4242,110,3,cover-and-generate,t_order,5,113.001750946,5,3,80,113,9489,9397
4243,110,3,cover-and-generate,t+_cover,1,459.617632866,5,3,80,113,9478,9410
4244,110,3,cover-and-generate,t+_cover,2,744.519207001,6,4,80,113,9478,9464
4245,110,3,cover-and-generate,t+_cover,3,607.268191099,7,4,80,113,9478,9454
4246,110,3,cover-and-generate,t+_cover,4,751.627837896,5,3,80,113,9478,9421
4247,110,3,cover-and-generate,t+_cover,5,700.850166798,5,3,80,113,9478,9413
4248,44,4,cover-and-generate,t_cover,1,7.67546796799,5,0,41,49,24,0
4249,44,4,cover-and-generate,t_cover,2,11.0882458687,5,0,41,49,24,0
4250,44,4,cover-and-generate,t*_cover,1,422.117379904,11,0,41,49,29070,0
4251,44,4,cover-and-generate,t_order,1,63.5931868553,8,0,41,49,29070,0
4252,44,4,cover-and-generate,t+_cover,1,389.976017952,8,0,41,49,29046,0
4253,76,3,generate-and-cover,t_cover,1,41.493336916,17,0,102,135,65,0
4254,76,3,generate-and-cover,t*_cover,1,2882.44231009,119,44,102,135,11145,10553
4255,76,3,generate-and-cover,t_order,1,2418.26196599,141,0,102,135,11093,0
4256,76,3,generate-and-cover,t+_cover,1,3754.07474613,123,49,102,135,11080,10449
4257,76,3,cover-and-generate,t_cover,1,50.512638092,11,7,102,135,65,57
4258,76,3,cover-and-generate,t_cover,2,45.6097381115,10,7,102,135,65,58
4259,76,3,cover-and-generate,t_cover,3,55.599298954,11,8,102,135,65,57
4260,76,3,cover-and-generate,t_cover,4,48.9785990715,11,7,102,135,65,57
4261,76,3,cover-and-generate,t_cover,5,47.9167590141,10,7,102,135,65,58
4262,76,3,cover-and-generate,t*_cover,1,1701.06661201,88,26,102,135,11145,10207
4263,76,3,cover-and-generate,t*_cover,2,1673.83895707,86,26,102,135,11145,10276
4264,76,3,cover-and-generate,t*_cover,3,1741.41022491,84,25,102,135,11145,10264
4265,76,3,cover-and-generate,t*_cover,4,1615.92556381,83,26,102,135,11145,10344
4266,76,3,cover-and-generate,t*_cover,5,1660.15023184,87,25,102,135,11145,10415
4267,76,3,cover-and-generate,t_order,1,807.942549944,86,28,102,135,11093,10245
4268,76,3,cover-and-generate,t_order,2,694.869518995,86,25,102,135,11093,10316
4269,76,3,cover-and-generate,t_order,3,765.485061169,86,26,102,135,11093,10292
4270,76,3,cover-and-generate,t_order,4,818.788068056,86,26,102,135,11093,10204
4271,76,3,cover-and-generate,t_order,5,797.688352823,88,25,102,135,11093,10261
4272,76,3,cover-and-generate,t+_cover,1,997.76919198,85,25,102,135,11080,10200
4273,76,3,cover-and-generate,t+_cover,2,1470.04421806,86,25,102,135,11080,10282
4274,76,3,cover-and-generate,t+_cover,3,1597.09914303,84,24,102,135,11080,10221
4275,76,3,cover-and-generate,t+_cover,4,1539.56363487,85,24,102,135,11080,10111
4276,76,3,cover-and-generate,t+_cover,5,1546.58205009,85,24,102,135,11080,10235
4277,189,3,generate-and-cover,t_cover,1,2.81278395653,2,0,12,12,10,0
4278,189,3,generate-and-cover,t*_cover,1,25.5227560997,2,1,12,12,140,139
4279,189,3,generate-and-cover,t_order,1,3.33067893982,1,1,12,12,137,137
4280,189,3,generate-and-cover,t_order,2,3.33067893982,1,1,12,12,137,137
4281,189,3,generate-and-cover,t+_cover,1,12.9094698429,1,1,12,12,130,130
4282,189,3,cover-and-generate,t_cover,1,4.43728709221,2,1,12,12,10,9
4283,189,3,cover-and-generate,t_cover,2,4.37309813499,2,1,12,12,10,9
4284,189,3,cover-and-generate,t_cover,3,5.3962688446,2,1,12,12,10,9
4285,189,3,cover-and-generate,t_cover,4,3.82262301445,2,1,12,12,10,9
4286,189,3,cover-and-generate,t_cover,5,4.44238090515,2,1,12,12,10,9
4287,189,3,cover-and-generate,t*_cover,1,24.0947520733,2,1,12,12,140,139
4288,189,3,cover-and-generate,t*_cover,2,23.5088300705,2,1,12,12,140,139
4289,189,3,cover-and-generate,t*_cover,3,24.523059845,2,1,12,12,140,139
4290,189,3,cover-and-generate,t*_cover,4,23.3318710327,2,1,12,12,140,139
4291,189,3,cover-and-generate,t*_cover,5,24.7686738968,2,1,12,12,140,139
4292,189,3,cover-and-generate,t_order,1,3.62928295135,1,1,12,12,137,137
4293,189,3,cover-and-generate,t_order,2,4.08925819397,1,1,12,12,137,137
4294,189,3,cover-and-generate,t_order,3,3.83570599556,1,1,12,12,137,137
4295,189,3,cover-and-generate,t_order,4,3.74834609032,1,1,12,12,137,137
4296,189,3,cover-and-generate,t_order,5,4.48751401901,1,1,12,12,137,137
4297,189,3,cover-and-generate,t+_cover,1,20.0328490734,1,1,12,12,130,130
4298,189,3,cover-and-generate,t+_cover,2,19.3862388134,1,1,12,12,130,130
4299,189,3,cover-and-generate,t+_cover,3,20.2845170498,1,1,12,12,130,130
4300,189,3,cover-and-generate,t+_cover,4,19.224542141,1,1,12,12,130,130
4301,189,3,cover-and-generate,t+_cover,5,19.9154970646,1,1,12,12,130,130
4302,5,2,generate-and-cover,t_cover,1,9.56878304482,6,0,40,47,21,0
4303,5,2,generate-and-cover,t*_cover,1,195.086133003,14,0,40,47,307,0
4304,5,2,generate-and-cover,t_order,1,62.6965470314,15,0,40,47,288,0
4305,5,2,generate-and-cover,t_order,2,62.6965470314,15,0,40,47,288,0
4306,5,2,generate-and-cover,t+_cover,1,229.128690958,14,0,40,47,286,0
4307,5,2,cover-and-generate,t_cover,1,7.66999983788,4,0,40,47,21,0
4308,5,2,cover-and-generate,t_cover,2,8.11814713478,4,0,40,47,21,0
4309,5,2,cover-and-generate,t_cover,3,7.95043706894,4,0,40,47,21,0
4310,5,2,cover-and-generate,t_cover,4,7.42575311661,4,0,40,47,21,0
4311,5,2,cover-and-generate,t_cover,5,8.36890506744,4,0,40,47,21,0
4312,5,2,cover-and-generate,t*_cover,1,121.826581955,6,0,40,47,307,0
4313,5,2,cover-and-generate,t*_cover,2,138.798116207,6,0,40,47,307,0
4314,5,2,cover-and-generate,t*_cover,3,135.52954793,7,0,40,47,307,0
4315,5,2,cover-and-generate,t*_cover,4,132.214693785,7,0,40,47,307,0
4316,5,2,cover-and-generate,t*_cover,5,146.674590111,6,0,40,47,307,0
4317,5,2,cover-and-generate,t_order,1,22.6176848412,4,0,40,47,288,0
4318,5,2,cover-and-generate,t_order,2,23.9994001389,4,0,40,47,288,0
4319,5,2,cover-and-generate,t_order,3,20.1949241161,4,0,40,47,288,0
4320,5,2,cover-and-generate,t_order,4,19.0063359737,4,0,40,47,288,0
4321,5,2,cover-and-generate,t_order,5,20.9258339405,4,0,40,47,288,0
4322,5,2,cover-and-generate,t+_cover,1,177.284949064,4,0,40,47,286,0
4323,5,2,cover-and-generate,t+_cover,2,121.056194067,4,0,40,47,286,0
4324,5,2,cover-and-generate,t+_cover,3,124.208505869,4,0,40,47,286,0
4325,5,2,cover-and-generate,t+_cover,4,124.208505869,4,0,40,47,286,0
4326,5,2,cover-and-generate,t+_cover,5,116.102428198,4,0,40,47,286,0
4327,22,4,cover-and-generate,t_cover,1,2.44415593147,2,0,18,19,11,0
4328,22,4,cover-and-generate,t_cover,2,5.3238902092,2,0,18,19,11,0
4329,22,4,cover-and-generate,t*_cover,1,47.6264669895,2,0,18,19,1500,0
4330,22,4,cover-and-generate,t_order,1,4.54228806496,1,0,18,19,1500,0
4331,22,4,cover-and-generate,t+_cover,1,44.2820010185,1,0,18,19,1489,0
4332,122,2,generate-and-cover,t_cover,1,137.937922955,33,0,580,871,70,0
4333,122,2,generate-and-cover,t*_cover,1,3096.28534508,241,0,580,871,1751,0
4334,122,2,generate-and-cover,t_order,1,3852.10703397,235,0,580,871,1681,0
4335,122,2,generate-and-cover,t_order,2,3852.10703397,235,0,580,871,1681,0
4336,122,2,generate-and-cover,t+_cover,1,3644.35295582,230,0,580,871,1681,0
4337,122,2,cover-and-generate,t_cover,1,56.9849967957,16,0,580,871,70,0
4338,122,2,cover-and-generate,t_cover,2,60.3691139221,16,0,580,871,70,0
4339,122,2,cover-and-generate,t_cover,3,57.9793169498,16,0,580,871,70,0
4340,122,2,cover-and-generate,t_cover,4,51.8308949471,16,0,580,871,70,0
4341,122,2,cover-and-generate,t_cover,5,56.9061198235,16,0,580,871,70,0
4342,122,2,cover-and-generate,t*_cover,1,1801.12600684,100,0,580,871,1751,0
4343,122,2,cover-and-generate,t*_cover,2,1619.56414294,102,0,580,871,1751,0
4344,122,2,cover-and-generate,t*_cover,3,1683.78205895,103,0,580,871,1751,0
4345,122,2,cover-and-generate,t*_cover,4,1553.31012583,103,0,580,871,1751,0
4346,122,2,cover-and-generate,t*_cover,5,1486.04782987,103,0,580,871,1751,0
4347,122,2,cover-and-generate,t_order,1,683.605408907,94,0,580,871,1681,0
4348,122,2,cover-and-generate,t_order,2,719.682919025,95,0,580,871,1681,0
4349,122,2,cover-and-generate,t_order,3,728.980992079,97,0,580,871,1681,0
4350,122,2,cover-and-generate,t_order,4,696.889739037,97,0,580,871,1681,0
4351,122,2,cover-and-generate,t_order,5,705.38467598,98,0,580,871,1681,0
4352,122,2,cover-and-generate,t+_cover,1,1537.89458203,96,0,580,871,1681,0
4353,122,2,cover-and-generate,t+_cover,2,1879.93763995,99,0,580,871,1681,0
4354,122,2,cover-and-generate,t+_cover,3,1429.37049317,98,0,580,871,1681,0
4355,122,2,cover-and-generate,t+_cover,4,1623.63138509,99,0,580,871,1681,0
4356,122,2,cover-and-generate,t+_cover,5,1836.98376799,97,0,580,871,1681,0
4357,126,3,generate-and-cover,t_cover,1,21.4060499668,16,0,46,67,30,0
4358,126,3,generate-and-cover,t*_cover,1,151.339936972,23,8,46,67,401,370
4359,126,3,generate-and-cover,t_order,1,100.306975126,19,0,46,67,373,0
4360,126,3,generate-and-cover,t_order,2,100.306975126,19,0,46,67,373,0
4361,126,3,generate-and-cover,t+_cover,1,108.274076939,15,9,46,67,371,353
4362,126,3,cover-and-generate,t_cover,1,29.3451461792,10,5,46,67,30,20
4363,126,3,cover-and-generate,t_cover,2,29.7664141655,11,5,46,67,30,19
4364,126,3,cover-and-generate,t_cover,3,31.0726628304,10,5,46,67,30,20
4365,126,3,cover-and-generate,t_cover,4,25.9634509087,10,5,46,67,30,20
4366,126,3,cover-and-generate,t_cover,5,31.1515030861,11,5,46,67,30,18
4367,126,3,cover-and-generate,t*_cover,1,117.365393877,16,8,46,67,401,375
4368,126,3,cover-and-generate,t*_cover,2,109.363230944,15,8,46,67,401,379
4369,126,3,cover-and-generate,t*_cover,3,128.442201853,17,9,46,67,401,387
4370,126,3,cover-and-generate,t*_cover,4,119.906295061,15,8,46,67,401,376
4371,126,3,cover-and-generate,t*_cover,5,81.8699028492,17,8,46,67,401,379
4372,126,3,cover-and-generate,t_order,1,36.247025013,9,5,46,67,373,356
4373,126,3,cover-and-generate,t_order,2,37.7560460567,9,5,46,67,373,356
4374,126,3,cover-and-generate,t_order,3,43.4991700649,9,5,46,67,373,356
4375,126,3,cover-and-generate,t_order,4,35.3749651909,9,5,46,67,373,356
4376,126,3,cover-and-generate,t_order,5,45.107352972,9,6,46,67,373,367
4377,126,3,cover-and-generate,t+_cover,1,74.7765641212,9,5,46,67,371,354
4378,126,3,cover-and-generate,t+_cover,2,76.3458900452,9,5,46,67,371,354
4379,126,3,cover-and-generate,t+_cover,3,52.0083539486,9,6,46,67,371,365
4380,126,3,cover-and-generate,t+_cover,4,79.126543045,9,5,46,67,371,354
4381,126,3,cover-and-generate,t+_cover,5,83.328553915,9,5,46,67,371,354
4382,108,3,generate-and-cover,t_cover,1,475.590413094,55,0,580,864,108,0
4383,108,3,cover-and-generate,t_cover,1,210.546915054,26,13,580,864,108,75
4384,108,3,cover-and-generate,t_cover,2,199.323719978,26,13,580,864,108,76
4385,108,3,cover-and-generate,t_cover,3,216.141618013,26,13,580,864,108,77
4386,108,3,cover-and-generate,t_cover,4,187.90795207,26,13,580,864,108,77
4387,108,3,cover-and-generate,t_cover,5,211.14744997,27,13,580,864,108,76
4388,108,3,cover-and-generate,t*_cover,1,23023.496079,713,100,580,864,60873,44862
4389,108,3,cover-and-generate,t_order,1,13704.9592679,695,97,580,864,60765,44513
4390,108,3,cover-and-generate,t_order,2,12988.65294,703,95,580,864,60765,44452
4391,108,3,cover-and-generate,t_order,3,12596.0403309,711,97,580,864,60765,44614
4392,108,3,cover-and-generate,t_order,4,12987.741894,699,96,580,864,60765,44531
4393,108,3,cover-and-generate,t_order,5,13314.6999431,686,96,580,864,60765,44308
4394,108,3,cover-and-generate,t+_cover,1,18984.9438231,705,96,580,864,60765,44934
4395,108,3,cover-and-generate,t+_cover,2,19400.581301,701,98,580,864,60765,44642
4396,108,3,cover-and-generate,t+_cover,3,19470.6431301,706,97,580,864,60765,44810
4397,140,4,cover-and-generate,t_cover,1,2.94849705696,7,0,46,67,11,0
4398,140,4,cover-and-generate,t_cover,2,4.33368992805,7,0,46,67,11,0
4399,140,4,cover-and-generate,t*_cover,1,106.702752829,11,0,46,67,1735,0
4400,140,4,cover-and-generate,t_order,1,35.0441799164,6,0,46,67,1735,0
4401,140,4,cover-and-generate,t+_cover,1,95.3331599236,6,0,46,67,1724,0
4402,8,4,cover-and-generate,t_cover,1,2.92337608337,7,0,46,67,11,0
4403,8,4,cover-and-generate,t_cover,2,4.33570098877,7,0,46,67,11,0
4404,8,4,cover-and-generate,t*_cover,1,118.377793074,11,0,46,67,1735,0
4405,8,4,cover-and-generate,t_order,1,37.4159920216,6,0,46,67,1735,0
4406,8,4,cover-and-generate,t+_cover,1,108.631520033,6,0,46,67,1724,0
4407,24,2,generate-and-cover,t_cover,1,15.1184740067,6,0,40,47,21,0
4408,24,2,generate-and-cover,t*_cover,1,197.560828924,15,0,40,47,307,0
4409,24,2,generate-and-cover,t_order,1,68.5705709457,14,0,40,47,288,0
4410,24,2,generate-and-cover,t_order,2,68.5705709457,14,0,40,47,288,0
4411,24,2,generate-and-cover,t+_cover,1,195.903739929,14,0,40,47,286,0
4412,24,2,cover-and-generate,t_cover,1,8.75174689293,4,0,40,47,21,0
4413,24,2,cover-and-generate,t_cover,2,12.1654989719,4,0,40,47,21,0
4414,24,2,cover-and-generate,t_cover,3,7.85399198532,4,0,40,47,21,0
4415,24,2,cover-and-generate,t_cover,4,7.62037110329,4,0,40,47,21,0
4416,24,2,cover-and-generate,t_cover,5,7.17415690422,4,0,40,47,21,0
4417,24,2,cover-and-generate,t*_cover,1,138.483741045,6,0,40,47,307,0
4418,24,2,cover-and-generate,t*_cover,2,206.39616394,7,0,40,47,307,0
4419,24,2,cover-and-generate,t*_cover,3,128.963763952,6,0,40,47,307,0
4420,24,2,cover-and-generate,t*_cover,4,126.410619974,6,0,40,47,307,0
4421,24,2,cover-and-generate,t*_cover,5,132.262094021,6,0,40,47,307,0
4422,24,2,cover-and-generate,t_order,1,23.4205851555,4,0,40,47,288,0
4423,24,2,cover-and-generate,t_order,2,23.8443748951,4,0,40,47,288,0
4424,24,2,cover-and-generate,t_order,3,19.6451940536,4,0,40,47,288,0
4425,24,2,cover-and-generate,t_order,4,22.3761880398,4,0,40,47,288,0
4426,24,2,cover-and-generate,t_order,5,21.2848818302,4,0,40,47,288,0
4427,24,2,cover-and-generate,t+_cover,1,134.546539068,4,0,40,47,286,0
4428,24,2,cover-and-generate,t+_cover,2,114.412446976,4,0,40,47,286,0
4429,24,2,cover-and-generate,t+_cover,3,125.384790182,4,0,40,47,286,0
4430,24,2,cover-and-generate,t+_cover,4,162.516591072,4,0,40,47,286,0
4431,24,2,cover-and-generate,t+_cover,5,163.773845911,4,0,40,47,286,0
4432,47,3,generate-and-cover,t_cover,1,25.3423550129,14,0,66,87,33,0
4433,47,3,generate-and-cover,t*_cover,1,1456.32715297,49,22,66,87,4969,4757
4434,47,3,generate-and-cover,t_order,1,1668.10598302,62,0,66,87,4939,0
4435,47,3,generate-and-cover,t_order,2,1668.10598302,62,0,66,87,4939,0
4436,47,3,generate-and-cover,t+_cover,1,1190.51672411,46,20,66,87,4936,4735
4437,47,3,cover-and-generate,t_cover,1,16.1940379143,8,4,66,87,33,26
4438,47,3,cover-and-generate,t_cover,2,16.9631781578,8,4,66,87,33,26
4439,47,3,cover-and-generate,t_cover,3,18.1376209259,8,4,66,87,33,25
4440,47,3,cover-and-generate,t_cover,4,18.5688540936,9,5,66,87,33,26
4441,47,3,cover-and-generate,t_cover,5,18.3376748562,8,4,66,87,33,26
4442,47,3,cover-and-generate,t*_cover,1,363.458478928,24,8,66,87,4969,4632
4443,47,3,cover-and-generate,t*_cover,2,421.036525965,24,8,66,87,4969,4592
4444,47,3,cover-and-generate,t*_cover,3,420.142257929,25,8,66,87,4969,4688
4445,47,3,cover-and-generate,t*_cover,4,427.312108994,23,9,66,87,4969,4644
4446,47,3,cover-and-generate,t*_cover,5,657.393367052,23,9,66,87,4969,4662
4447,47,3,cover-and-generate,t_order,1,114.993072033,21,6,66,87,4939,4610
4448,47,3,cover-and-generate,t_order,2,124.856456041,22,6,66,87,4939,4610
4449,47,3,cover-and-generate,t_order,3,135.631951809,20,6,66,87,4939,4560
4450,47,3,cover-and-generate,t_order,4,131.853773117,21,8,66,87,4939,4696
4451,47,3,cover-and-generate,t_order,5,162.650671959,22,7,66,87,4939,4685
4452,47,3,cover-and-generate,t+_cover,1,534.069846153,22,8,66,87,4936,4649
4453,47,3,cover-and-generate,t+_cover,2,366.665798903,20,8,66,87,4936,4691
4454,47,3,cover-and-generate,t+_cover,3,348.183351994,21,7,66,87,4936,4632
4455,47,3,cover-and-generate,t+_cover,4,604.864157915,22,8,66,87,4936,4649
4456,47,3,cover-and-generate,t+_cover,5,350.048649073,22,7,66,87,4936,4601
4457,13,2,generate-and-cover,t_cover,1,10.9333360195,6,0,44,66,17,0
4458,13,2,generate-and-cover,t*_cover,1,51.2217428684,12,0,44,66,76,0
4459,13,2,generate-and-cover,t_order,1,24.1879501343,9,0,44,66,61,0
4460,13,2,generate-and-cover,t_order,2,24.1879501343,9,0,44,66,61,0
4461,13,2,generate-and-cover,t+_cover,1,41.8167889118,10,0,44,66,59,0
4462,13,2,cover-and-generate,t_cover,1,8.45102620125,5,0,44,66,17,0
4463,13,2,cover-and-generate,t_cover,2,9.01460003853,5,0,44,66,17,0
4464,13,2,cover-and-generate,t_cover,3,8.2049870491,5,0,44,66,17,0
4465,13,2,cover-and-generate,t_cover,4,8.22137713432,5,0,44,66,17,0
4466,13,2,cover-and-generate,t_cover,5,8.70338702202,5,0,44,66,17,0
4467,13,2,cover-and-generate,t*_cover,1,48.4059658051,8,0,44,66,76,0
4468,13,2,cover-and-generate,t*_cover,2,47.5417280197,8,0,44,66,76,0
4469,13,2,cover-and-generate,t*_cover,3,43.97397995,8,0,44,66,76,0
4470,13,2,cover-and-generate,t*_cover,4,45.3381280899,8,0,44,66,76,0
4471,13,2,cover-and-generate,t*_cover,5,48.7756090164,8,0,44,66,76,0
4472,13,2,cover-and-generate,t_order,1,14.466283083,5,0,44,66,61,0
4473,13,2,cover-and-generate,t_order,2,15.7297520638,5,0,44,66,61,0
4474,13,2,cover-and-generate,t_order,3,15.6353421211,5,0,44,66,61,0
4475,13,2,cover-and-generate,t_order,4,15.6761279106,5,0,44,66,61,0
4476,13,2,cover-and-generate,t_order,5,16.9037849903,5,0,44,66,61,0
4477,13,2,cover-and-generate,t+_cover,1,33.2565150261,5,0,44,66,59,0
4478,13,2,cover-and-generate,t+_cover,2,23.470482111,5,0,44,66,59,0
4479,13,2,cover-and-generate,t+_cover,3,24.5871138573,5,0,44,66,59,0
4480,13,2,cover-and-generate,t+_cover,4,24.5871138573,5,0,44,66,59,0
4481,13,2,cover-and-generate,t+_cover,5,33.9797120094,5,0,44,66,59,0
4482,133,2,generate-and-cover,t_cover,1,9.43304300308,3,0,16,18,15,0
4483,133,2,generate-and-cover,t*_cover,1,52.4721739292,2,0,16,18,88,0
4484,133,2,generate-and-cover,t_order,1,9.21695590019,2,0,16,18,83,0
4485,133,2,generate-and-cover,t_order,2,9.21695590019,2,0,16,18,83,0
4486,133,2,generate-and-cover,t+_cover,1,24.5109519958,1,0,16,18,73,0
4487,133,2,cover-and-generate,t_cover,1,7.95441889763,2,0,16,18,15,0
4488,133,2,cover-and-generate,t_cover,2,8.04898905754,2,0,16,18,15,0
4489,133,2,cover-and-generate,t_cover,3,7.76641798019,2,0,16,18,15,0
4490,133,2,cover-and-generate,t_cover,4,7.3923740387,2,0,16,18,15,0
4491,133,2,cover-and-generate,t_cover,5,8.12871003151,2,0,16,18,15,0
4492,133,2,cover-and-generate,t*_cover,1,52.5790529251,2,0,16,18,88,0
4493,133,2,cover-and-generate,t*_cover,2,53.4962928295,2,0,16,18,88,0
4494,133,2,cover-and-generate,t*_cover,3,50.2038638592,2,0,16,18,88,0
4495,133,2,cover-and-generate,t*_cover,4,50.6988620758,2,0,16,18,88,0
4496,133,2,cover-and-generate,t*_cover,5,50.6184859276,2,0,16,18,88,0
4497,133,2,cover-and-generate,t_order,1,4.89660596848,1,0,16,18,83,0
4498,133,2,cover-and-generate,t_order,2,6.97291207314,1,0,16,18,83,0
4499,133,2,cover-and-generate,t_order,3,6.54059505463,1,0,16,18,83,0
4500,133,2,cover-and-generate,t_order,4,6.10734581947,1,0,16,18,83,0
4501,133,2,cover-and-generate,t_order,5,6.58153986931,1,0,16,18,83,0
4502,133,2,cover-and-generate,t+_cover,1,42.8326768875,1,0,16,18,73,0
4503,133,2,cover-and-generate,t+_cover,2,42.6516859531,1,0,16,18,73,0
4504,133,2,cover-and-generate,t+_cover,3,29.2007920742,1,0,16,18,73,0
4505,133,2,cover-and-generate,t+_cover,4,42.8326768875,1,0,16,18,73,0
4506,133,2,cover-and-generate,t+_cover,5,43.2264020443,1,0,16,18,73,0
4507,42,4,cover-and-generate,t_cover,1,7.83371210098,6,0,41,49,24,0
4508,42,4,cover-and-generate,t_cover,2,12.0416240692,5,0,41,49,24,0
4509,42,4,cover-and-generate,t*_cover,1,423.366124153,11,0,41,49,29070,0
4510,42,4,cover-and-generate,t_order,1,62.2328560352,8,0,41,49,29070,0
4511,42,4,cover-and-generate,t+_cover,1,396.318464994,8,0,41,49,29046,0
4512,59,3,generate-and-cover,t_cover,1,8.54420399666,5,0,34,38,20,0
4513,59,3,generate-and-cover,t*_cover,1,213.835119009,15,14,34,38,2503,2502
4514,59,3,generate-and-cover,t_order,1,1268.250278,31,0,34,38,2486,0
4515,59,3,generate-and-cover,t_order,2,1268.250278,31,0,34,38,2486,0
4516,59,3,generate-and-cover,t+_cover,1,202.668473005,15,15,34,38,2483,2483
4517,59,3,cover-and-generate,t_cover,1,10.9003169537,4,2,34,38,20,18
4518,59,3,cover-and-generate,t_cover,2,11.2211492062,4,2,34,38,20,18
4519,59,3,cover-and-generate,t_cover,3,10.9276731014,4,2,34,38,20,18
4520,59,3,cover-and-generate,t_cover,4,10.7522718906,4,2,34,38,20,18
4521,59,3,cover-and-generate,t_cover,5,11.2263610363,4,2,34,38,20,18
4522,59,3,cover-and-generate,t*_cover,1,117.899231911,6,5,34,38,2503,2502
4523,59,3,cover-and-generate,t*_cover,2,208.283848047,6,4,34,38,2503,2479
