testId,graphId,strength,approach,coverageCriteria,experimentRepeatId,time,size,seedSize,noOfNodes,noOfEdges,noOfEntities,noOfEntitiesCoveredBySeed
1966,100,3,cover-and-generate,t_order,3,75.734181881,6,4,40,47,3307,3230
1967,100,3,cover-and-generate,t_order,4,77.3362720013,6,4,40,47,3307,3230
1968,100,3,cover-and-generate,t_order,5,77.962567091,6,4,40,47,3307,3230
1969,100,3,cover-and-generate,t+_cover,1,165.980746031,5,4,40,47,3304,3280
1970,100,3,cover-and-generate,t+_cover,2,248.208157063,5,4,40,47,3304,3280
1971,100,3,cover-and-generate,t+_cover,3,263.590536833,5,4,40,47,3304,3280
1972,100,3,cover-and-generate,t+_cover,4,166.695379019,5,4,40,47,3304,3280
1973,100,3,cover-and-generate,t+_cover,5,271.762712002,5,4,40,47,3304,3266
1974,130,4,cover-and-generate,t_cover,1,4.66039800644,8,0,69,98,15,0
1975,130,4,cover-and-generate,t_cover,2,6.68703198433,8,0,69,98,15,0
1976,130,4,cover-and-generate,t*_cover,1,149.907204866,12,0,69,98,3189,0
1977,130,4,cover-and-generate,t_order,1,51.2153170109,10,0,69,98,3189,0
1978,130,4,cover-and-generate,t+_cover,1,143.244020939,10,0,69,98,3174,0
1979,70,2,generate-and-cover,t_cover,1,406.577097893,39,0,1431,2305,102,0
1980,70,2,generate-and-cover,t*_cover,1,8377.66113281,277,0,1431,2305,2270,0
1981,70,2,generate-and-cover,t*_cover,2,11444.1552281,280,0,1431,2305,2270,0
1982,70,2,generate-and-cover,t_order,1,11832.260437,288,0,1431,2305,2179,0
1983,70,2,generate-and-cover,t+_cover,1,12764.7831411,290,0,1431,2305,2168,0
1984,70,2,cover-and-generate,t_cover,1,136.814517975,12,0,1431,2305,102,0
1985,70,2,cover-and-generate,t_cover,2,161.546947002,12,0,1431,2305,102,0
1986,70,2,cover-and-generate,t_cover,3,151.068051815,12,0,1431,2305,102,0
1987,70,2,cover-and-generate,t_cover,4,165.404169083,12,0,1431,2305,102,0
1988,70,2,cover-and-generate,t_cover,5,125.49314189,12,0,1431,2305,102,0
1989,70,2,cover-and-generate,t*_cover,1,2902.77574492,107,0,1431,2305,2270,0
1990,70,2,cover-and-generate,t*_cover,2,3320.72753215,104,0,1431,2305,2270,0
1991,70,2,cover-and-generate,t*_cover,3,2810.06255889,106,0,1431,2305,2270,0
1992,70,2,cover-and-generate,t*_cover,4,2735.36841607,107,0,1431,2305,2270,0
1993,70,2,cover-and-generate,t*_cover,5,3020.08895779,102,0,1431,2305,2270,0
1994,70,2,cover-and-generate,t_order,1,1171.54239202,97,0,1431,2305,2179,0
1995,70,2,cover-and-generate,t_order,2,1170.07671595,99,0,1431,2305,2179,0
1996,70,2,cover-and-generate,t_order,3,1168.3007071,99,0,1431,2305,2179,0
1997,70,2,cover-and-generate,t_order,4,1109.67059708,99,0,1431,2305,2179,0
1998,70,2,cover-and-generate,t_order,5,1210.94594407,101,0,1431,2305,2179,0
1999,70,2,cover-and-generate,t+_cover,1,2650.72745299,105,0,1431,2305,2168,0
2000,70,2,cover-and-generate,t+_cover,2,2769.83664918,102,0,1431,2305,2168,0
2001,70,2,cover-and-generate,t+_cover,3,3144.77079797,101,0,1431,2305,2168,0
2002,70,2,cover-and-generate,t+_cover,4,2767.7790029,102,0,1431,2305,2168,0
2003,70,2,cover-and-generate,t+_cover,5,2591.7123909,102,0,1431,2305,2168,0
2004,61,2,generate-and-cover,t_cover,1,286.440346956,34,0,2108,3283,97,0
2005,61,2,generate-and-cover,t*_cover,1,12208.8671179,363,0,2108,3283,2045,0
2006,61,2,generate-and-cover,t*_cover,2,16807.6262128,363,0,2108,3283,2045,0
2007,61,2,generate-and-cover,t_order,1,12416.600234,358,0,2108,3283,1958,0
2008,61,2,generate-and-cover,t+_cover,1,13083.905112,372,0,2108,3283,1948,0
2009,61,2,cover-and-generate,t_cover,1,175.263583899,10,0,2108,3283,97,0
2010,61,2,cover-and-generate,t_cover,2,206.483628035,10,0,2108,3283,97,0
2011,61,2,cover-and-generate,t_cover,3,166.929010868,10,0,2108,3283,97,0
2012,61,2,cover-and-generate,t_cover,4,164.398813963,10,0,2108,3283,97,0
2013,61,2,cover-and-generate,t_cover,5,204.775531054,10,0,2108,3283,97,0
2014,61,2,cover-and-generate,t*_cover,1,3239.21616101,130,0,2108,3283,2045,0
2015,61,2,cover-and-generate,t*_cover,2,3525.42924309,130,0,2108,3283,2045,0
2016,61,2,cover-and-generate,t*_cover,3,3560.80850387,128,0,2108,3283,2045,0
2017,61,2,cover-and-generate,t*_cover,4,3370.58833289,130,0,2108,3283,2045,0
2018,61,2,cover-and-generate,t*_cover,5,3255.53551507,126,0,2108,3283,2045,0
2019,61,2,cover-and-generate,t_order,1,1655.22746587,127,0,2108,3283,1958,0
2020,61,2,cover-and-generate,t_order,2,1671.17648005,128,0,2108,3283,1958,0
2021,61,2,cover-and-generate,t_order,3,1530.90301108,126,0,2108,3283,1958,0
2022,61,2,cover-and-generate,t_order,4,1317.29788518,126,0,2108,3283,1958,0
2023,61,2,cover-and-generate,t_order,5,1742.52197504,126,0,2108,3283,1958,0
2024,61,2,cover-and-generate,t+_cover,1,2681.53720784,126,0,2108,3283,1948,0
2025,61,2,cover-and-generate,t+_cover,2,3334.05822611,127,0,2108,3283,1948,0
2026,61,2,cover-and-generate,t+_cover,3,3418.37554598,128,0,2108,3283,1948,0
2027,61,2,cover-and-generate,t+_cover,4,3157.61530304,127,0,2108,3283,1948,0
2028,61,2,cover-and-generate,t+_cover,5,2903.64261079,128,0,2108,3283,1948,0
2029,110,4,cover-and-generate,t_cover,1,22.808412075,11,0,80,113,40,0
2030,110,4,cover-and-generate,t_cover,2,34.2570569515,11,0,80,113,40,0
2031,110,4,cover-and-generate,t*_cover,1,1715.85950398,15,0,80,113,117735,0
2032,110,4,cover-and-generate,t_order,1,126.947497129,5,0,80,113,117735,0
2033,110,4,cover-and-generate,t+_cover,1,1535.03055906,5,0,80,113,117695,0
2034,105,3,generate-and-cover,t_cover,1,20.896584034,14,0,44,66,28,0
2035,105,3,generate-and-cover,t*_cover,1,129.161719799,21,12,44,66,338,324
2036,105,3,generate-and-cover,t_order,1,86.8300220966,18,0,44,66,312,0
2037,105,3,generate-and-cover,t_order,2,86.8300220966,18,0,44,66,312,0
2038,105,3,generate-and-cover,t+_cover,1,109.213848114,14,7,44,66,310,273
2039,105,3,cover-and-generate,t_cover,1,28.797052145,10,5,44,66,28,18
2040,105,3,cover-and-generate,t_cover,2,30.5267732143,11,5,44,66,28,16
2041,105,3,cover-and-generate,t_cover,3,31.5274579525,11,5,44,66,28,16
2042,105,3,cover-and-generate,t_cover,4,32.9592039585,11,5,44,66,28,16
2043,105,3,cover-and-generate,t_cover,5,29.9485459328,11,5,44,66,28,16
2044,105,3,cover-and-generate,t*_cover,1,126.240151882,17,8,44,66,338,293
2045,105,3,cover-and-generate,t*_cover,2,112.176528931,17,8,44,66,338,303
2046,105,3,cover-and-generate,t*_cover,3,126.319272041,17,8,44,66,338,303
2047,105,3,cover-and-generate,t*_cover,4,138.06437397,17,8,44,66,338,293
2048,105,3,cover-and-generate,t*_cover,5,131.313339949,17,8,44,66,338,302
2049,105,3,cover-and-generate,t_order,1,45.5855791569,9,5,44,66,312,284
2050,105,3,cover-and-generate,t_order,2,43.9258580208,9,5,44,66,312,277
2051,105,3,cover-and-generate,t_order,3,42.0355360508,9,5,44,66,312,284
2052,105,3,cover-and-generate,t_order,4,42.5359859467,9,5,44,66,312,284
2053,105,3,cover-and-generate,t_order,5,49.6570899487,9,5,44,66,312,284
2054,105,3,cover-and-generate,t+_cover,1,45.0124559402,9,5,44,66,310,282
2055,105,3,cover-and-generate,t+_cover,2,71.7237758636,9,5,44,66,310,282
2056,105,3,cover-and-generate,t+_cover,3,77.7646539211,9,5,44,66,310,271
2057,105,3,cover-and-generate,t+_cover,4,44.3265430927,9,5,44,66,310,282
2058,105,3,cover-and-generate,t+_cover,5,76.4599430561,9,5,44,66,310,282
2059,130,3,generate-and-cover,t_cover,1,48.6055600643,17,10,69,98,35,28
2060,130,3,generate-and-cover,t*_cover,1,382.352001905,29,19,69,98,667,616
2061,130,3,generate-and-cover,t_order,1,94.8542640209,22,0,69,98,639,0
2062,130,3,generate-and-cover,t_order,2,94.8542640209,22,0,69,98,639,0
2063,130,3,generate-and-cover,t+_cover,1,260.441508055,27,18,69,98,632,600
2064,130,3,cover-and-generate,t_cover,1,23.2148370743,13,7,69,98,35,24
2065,130,3,cover-and-generate,t_cover,2,28.3244829178,13,7,69,98,35,23
2066,130,3,cover-and-generate,t_cover,3,28.8176178932,13,7,69,98,35,24
2067,130,3,cover-and-generate,t_cover,4,23.9728710651,13,7,69,98,35,24
2068,130,3,cover-and-generate,t_cover,5,27.2616660595,12,7,69,98,35,26
2069,130,3,cover-and-generate,t*_cover,1,116.724002123,18,10,69,98,667,634
2070,130,3,cover-and-generate,t*_cover,2,110.225325108,17,9,69,98,667,641
2071,130,3,cover-and-generate,t*_cover,3,111.430325031,16,9,69,98,667,646
2072,130,3,cover-and-generate,t*_cover,4,125.011373043,17,10,69,98,667,612
2073,130,3,cover-and-generate,t*_cover,5,101.919658899,15,9,69,98,667,646
2074,130,3,cover-and-generate,t_order,1,32.730864048,10,8,69,98,639,632
2075,130,3,cover-and-generate,t_order,2,36.0539479256,10,8,69,98,639,632
2076,130,3,cover-and-generate,t_order,3,41.0982751846,10,8,69,98,639,624
2077,130,3,cover-and-generate,t_order,4,37.4269387722,10,8,69,98,639,624
2078,130,3,cover-and-generate,t_order,5,39.3478600979,10,8,69,98,639,632
2079,130,3,cover-and-generate,t+_cover,1,72.1306459904,10,8,69,98,632,617
2080,130,3,cover-and-generate,t+_cover,2,70.3970649242,10,8,69,98,632,625
2081,130,3,cover-and-generate,t+_cover,3,71.7756400108,10,8,69,98,632,625
2082,130,3,cover-and-generate,t+_cover,4,78.4873361588,10,8,69,98,632,617
2083,130,3,cover-and-generate,t+_cover,5,73.2241370678,10,8,69,98,632,617
2084,27,3,generate-and-cover,t_cover,1,26.1294879913,12,0,76,98,46,0
2085,27,3,generate-and-cover,t*_cover,1,619.942054987,31,17,76,98,3784,3683
2086,27,3,generate-and-cover,t_order,1,215.047640085,28,0,76,98,3756,0
2087,27,3,generate-and-cover,t_order,2,215.047640085,28,0,76,98,3756,0
2088,27,3,generate-and-cover,t+_cover,1,572.685836077,21,15,76,98,3738,3640
2089,27,3,cover-and-generate,t_cover,1,30.0657989979,7,4,76,98,46,39
2090,27,3,cover-and-generate,t_cover,2,30.3142261505,8,4,76,98,46,38
2091,27,3,cover-and-generate,t_cover,3,31.9632201195,8,4,76,98,46,38
2092,27,3,cover-and-generate,t_cover,4,29.6780319214,7,4,76,98,46,39
2093,27,3,cover-and-generate,t_cover,5,33.2864730358,8,4,76,98,46,39
2094,27,3,cover-and-generate,t*_cover,1,332.641597986,13,6,76,98,3784,3697
2095,27,3,cover-and-generate,t*_cover,2,355.55429101,14,6,76,98,3784,3701
2096,27,3,cover-and-generate,t*_cover,3,372.928928137,14,7,76,98,3784,3731
2097,27,3,cover-and-generate,t*_cover,4,330.80655694,14,6,76,98,3784,3698
2098,27,3,cover-and-generate,t*_cover,5,333.302327871,13,6,76,98,3784,3696
2099,27,3,cover-and-generate,t_order,1,81.4896559715,11,5,76,98,3756,3666
2100,27,3,cover-and-generate,t_order,2,72.7364809513,10,5,76,98,3756,3685
2101,27,3,cover-and-generate,t_order,3,79.3676698208,10,5,76,98,3756,3685
2102,27,3,cover-and-generate,t_order,4,78.0401060581,9,5,76,98,3756,3689
2103,27,3,cover-and-generate,t_order,5,82.4829099178,9,5,76,98,3756,3689
2104,27,3,cover-and-generate,t+_cover,1,211.906148195,10,5,76,98,3738,3646
2105,27,3,cover-and-generate,t+_cover,2,182.154181004,11,5,76,98,3738,3648
2106,27,3,cover-and-generate,t+_cover,3,281.423853159,9,5,76,98,3738,3646
2107,27,3,cover-and-generate,t+_cover,4,279.994186878,9,5,76,98,3738,3666
2108,27,3,cover-and-generate,t+_cover,5,294.412826061,11,5,76,98,3738,3648
2109,129,3,generate-and-cover,t_cover,1,20.6295070648,15,0,44,66,28,0
2110,129,3,generate-and-cover,t*_cover,1,176.94965601,25,9,44,66,338,271
2111,129,3,generate-and-cover,t_order,1,74.1318678856,15,0,44,66,312,0
2112,129,3,generate-and-cover,t_order,2,74.1318678856,15,0,44,66,312,0
2113,129,3,generate-and-cover,t+_cover,1,165.484214067,18,10,44,66,310,253
2114,129,3,cover-and-generate,t_cover,1,29.532572031,10,5,44,66,28,16
2115,129,3,cover-and-generate,t_cover,2,26.9624409676,11,5,44,66,28,16
2116,129,3,cover-and-generate,t_cover,3,33.7468771935,11,5,44,66,28,14
2117,129,3,cover-and-generate,t_cover,4,32.5980768204,10,5,44,66,28,14
2118,129,3,cover-and-generate,t_cover,5,33.482998848,11,5,44,66,28,14
2119,129,3,cover-and-generate,t*_cover,1,145.862200022,18,8,44,66,338,286
2120,129,3,cover-and-generate,t*_cover,2,128.860532999,19,8,44,66,338,285
2121,129,3,cover-and-generate,t*_cover,3,139.845772028,19,8,44,66,338,286
2122,129,3,cover-and-generate,t*_cover,4,138.204786062,17,8,44,66,338,279
2123,129,3,cover-and-generate,t*_cover,5,155.734632015,19,8,44,66,338,281
2124,129,3,cover-and-generate,t_order,1,49.6275501251,10,5,44,66,312,272
2125,129,3,cover-and-generate,t_order,2,48.0818710327,10,5,44,66,312,270
2126,129,3,cover-and-generate,t_order,3,49.0265250206,10,5,44,66,312,272
2127,129,3,cover-and-generate,t_order,4,45.5629858971,10,5,44,66,312,272
2128,129,3,cover-and-generate,t_order,5,45.8260231018,10,5,44,66,312,272
2129,129,3,cover-and-generate,t+_cover,1,77.01035285,10,5,44,66,310,270
2130,129,3,cover-and-generate,t+_cover,2,76.8360581398,10,5,44,66,310,273
2131,129,3,cover-and-generate,t+_cover,3,84.9992899895,10,5,44,66,310,259
2132,129,3,cover-and-generate,t+_cover,4,85.5396220684,10,5,44,66,310,268
2133,129,3,cover-and-generate,t+_cover,5,79.9648270607,10,5,44,66,310,272
2134,154,3,generate-and-cover,t_cover,1,24.9484930038,17,0,44,66,28,0
2135,154,3,generate-and-cover,t*_cover,1,155.616329908,22,10,44,66,338,307
2136,154,3,generate-and-cover,t_order,1,78.9990639687,17,0,44,66,312,0
2137,154,3,generate-and-cover,t_order,2,78.9990639687,17,0,44,66,312,0
2138,154,3,generate-and-cover,t+_cover,1,97.1325111389,12,8,44,66,310,287
2139,154,3,cover-and-generate,t_cover,1,29.8107531071,10,5,44,66,28,18
2140,154,3,cover-and-generate,t_cover,2,29.0043680668,11,5,44,66,28,16
2141,154,3,cover-and-generate,t_cover,3,33.6453499794,10,5,44,66,28,18
2142,154,3,cover-and-generate,t_cover,4,28.925287962,11,5,44,66,28,16
2143,154,3,cover-and-generate,t_cover,5,27.557297945,11,5,44,66,28,19
2144,154,3,cover-and-generate,t*_cover,1,133.625094891,17,8,44,66,338,294
2145,154,3,cover-and-generate,t*_cover,2,115.936760902,17,8,44,66,338,297
2146,154,3,cover-and-generate,t*_cover,3,124.978718042,17,8,44,66,338,303
2147,154,3,cover-and-generate,t*_cover,4,128.108017921,17,8,44,66,338,293
2148,154,3,cover-and-generate,t*_cover,5,132.634264946,17,8,44,66,338,293
2149,154,3,cover-and-generate,t_order,1,42.908634901,9,5,44,66,312,273
2150,154,3,cover-and-generate,t_order,2,44.1576800346,9,5,44,66,312,273
2151,154,3,cover-and-generate,t_order,3,52.6502110958,9,5,44,66,312,277
2152,154,3,cover-and-generate,t_order,4,43.7352011204,9,5,44,66,312,285
2153,154,3,cover-and-generate,t_order,5,47.9874091148,9,5,44,66,312,277
2154,154,3,cover-and-generate,t+_cover,1,73.2914669514,9,5,44,66,310,282
2155,154,3,cover-and-generate,t+_cover,2,77.4322400093,9,5,44,66,310,271
2156,154,3,cover-and-generate,t+_cover,3,79.5519330502,9,5,44,66,310,272
2157,154,3,cover-and-generate,t+_cover,4,69.7262659073,9,5,44,66,310,282
2158,154,3,cover-and-generate,t+_cover,5,79.3109939098,9,5,44,66,310,282
2159,1,2,generate-and-cover,t_cover,1,18.6311950684,10,0,69,98,23,0
2160,1,2,generate-and-cover,t*_cover,1,92.7712001801,18,0,69,98,126,0
2161,1,2,generate-and-cover,t_order,1,39.6470990181,19,0,69,98,109,0
2162,1,2,generate-and-cover,t_order,2,39.6470990181,19,0,69,98,109,0
2163,1,2,generate-and-cover,t+_cover,1,44.2698869705,16,0,69,98,103,0
2164,1,2,cover-and-generate,t_cover,1,7.05834913254,7,0,69,98,23,0
2165,1,2,cover-and-generate,t_cover,2,9.43608593941,7,0,69,98,23,0
2166,1,2,cover-and-generate,t_cover,3,7.97864794731,7,0,69,98,23,0
2167,1,2,cover-and-generate,t_cover,4,8.72003102303,7,0,69,98,23,0
2168,1,2,cover-and-generate,t_cover,5,8.58907413483,7,0,69,98,23,0
2169,1,2,cover-and-generate,t*_cover,1,74.9848461151,10,0,69,98,126,0
2170,1,2,cover-and-generate,t*_cover,2,49.3325221539,10,0,69,98,126,0
2171,1,2,cover-and-generate,t*_cover,3,58.4155499935,10,0,69,98,126,0
2172,1,2,cover-and-generate,t*_cover,4,54.2196359634,9,0,69,98,126,0
2173,1,2,cover-and-generate,t*_cover,5,57.8747391701,9,0,69,98,126,0
2174,1,2,cover-and-generate,t_order,1,19.2485749722,8,0,69,98,109,0
2175,1,2,cover-and-generate,t_order,2,23.0243461132,8,0,69,98,109,0
2176,1,2,cover-and-generate,t_order,3,21.8712899685,8,0,69,98,109,0
2177,1,2,cover-and-generate,t_order,4,20.1836879253,8,0,69,98,109,0
2178,1,2,cover-and-generate,t_order,5,24.4799940586,8,0,69,98,109,0
2179,1,2,cover-and-generate,t+_cover,1,62.0242447853,8,0,69,98,103,0
2180,1,2,cover-and-generate,t+_cover,2,42.9495661259,8,0,69,98,103,0
2181,1,2,cover-and-generate,t+_cover,3,43.9825100899,8,0,69,98,103,0
2182,1,2,cover-and-generate,t+_cover,4,43.9825100899,8,0,69,98,103,0
2183,1,2,cover-and-generate,t+_cover,5,38.825165987,8,0,69,98,103,0
2184,21,4,cover-and-generate,t_cover,1,3.41577291489,7,0,46,67,11,0
2185,21,4,cover-and-generate,t_cover,2,4.3894739151,7,0,46,67,11,0
2186,21,4,cover-and-generate,t*_cover,1,126.380084038,11,0,46,67,1735,0
2187,21,4,cover-and-generate,t_order,1,35.8291339874,6,0,46,67,1735,0
2188,21,4,cover-and-generate,t+_cover,1,106.568688869,6,0,46,67,1724,0
2189,116,3,generate-and-cover,t_cover,1,276.463145971,45,0,488,723,97,0
2190,116,3,generate-and-cover,t*_cover,1,67286.168555,1291,185,488,723,48866,38944
2191,116,3,generate-and-cover,t_order,1,36120.0025249,1277,0,488,723,48769,0
2192,116,3,cover-and-generate,t_cover,1,150.876305103,23,12,488,723,97,70
2193,116,3,cover-and-generate,t_cover,2,173.472199202,23,12,488,723,97,66
2194,116,3,cover-and-generate,t_cover,3,183.63569808,23,12,488,723,97,66
2195,116,3,cover-and-generate,t_cover,4,149.638402939,24,12,488,723,97,66
2196,116,3,cover-and-generate,t_cover,5,151.675966024,23,12,488,723,97,68
2197,116,3,cover-and-generate,t*_cover,1,17122.6843011,523,84,488,723,48866,36928
2198,116,3,cover-and-generate,t_order,1,13055.1523061,517,83,488,723,48769,36747
2199,116,3,cover-and-generate,t_order,2,10796.283231,507,80,488,723,48769,36172
2200,116,3,cover-and-generate,t_order,3,12629.235265,510,80,488,723,48769,35740
2201,116,3,cover-and-generate,t_order,4,12904.9026818,517,78,488,723,48769,36161
2202,116,3,cover-and-generate,t_order,5,11369.7976151,512,84,488,723,48769,36960
2203,116,3,cover-and-generate,t+_cover,1,13434.1273279,521,83,488,723,48769,36639
2204,116,3,cover-and-generate,t+_cover,2,13180.9427681,521,87,488,723,48769,37088
2205,116,3,cover-and-generate,t+_cover,3,13180.9427681,521,87,488,723,48769,37088
2206,116,3,cover-and-generate,t+_cover,4,13704.0026698,514,85,488,723,48769,37393
2207,116,3,cover-and-generate,t+_cover,5,13704.0026698,514,85,488,723,48769,37393
2208,113,3,generate-and-cover,t_cover,1,2.79976987839,2,0,12,12,10,0
2209,113,3,generate-and-cover,t*_cover,1,25.1906399727,2,1,12,12,140,139
2210,113,3,generate-and-cover,t_order,1,4.35033607483,1,1,12,12,137,137
2211,113,3,generate-and-cover,t_order,2,4.35033607483,1,1,12,12,137,137
2212,113,3,generate-and-cover,t+_cover,1,20.3908288479,1,1,12,12,130,130
2213,113,3,cover-and-generate,t_cover,1,3.99830913544,2,1,12,12,10,9
2214,113,3,cover-and-generate,t_cover,2,3.99770283699,2,1,12,12,10,9
2215,113,3,cover-and-generate,t_cover,3,4.60381388664,2,1,12,12,10,9
2216,113,3,cover-and-generate,t_cover,4,4.60783100128,2,1,12,12,10,9
2217,113,3,cover-and-generate,t_cover,5,4.05443501472,2,1,12,12,10,9
2218,113,3,cover-and-generate,t*_cover,1,22.7543721199,2,1,12,12,140,139
2219,113,3,cover-and-generate,t*_cover,2,24.9183988571,2,1,12,12,140,139
2220,113,3,cover-and-generate,t*_cover,3,24.993129015,2,1,12,12,140,139
2221,113,3,cover-and-generate,t*_cover,4,24.0019688606,2,1,12,12,140,139
2222,113,3,cover-and-generate,t*_cover,5,15.1592628956,2,1,12,12,140,139
2223,113,3,cover-and-generate,t_order,1,4.08528208733,1,1,12,12,137,137
2224,113,3,cover-and-generate,t_order,2,4.12458896637,1,1,12,12,137,137
2225,113,3,cover-and-generate,t_order,3,3.86706900597,1,1,12,12,137,137
2226,113,3,cover-and-generate,t_order,4,4.1474981308,1,1,12,12,137,137
2227,113,3,cover-and-generate,t_order,5,4.40415287018,1,1,12,12,137,137
2228,113,3,cover-and-generate,t+_cover,1,11.9612607956,1,1,12,12,130,130
2229,113,3,cover-and-generate,t+_cover,2,19.5924940109,1,1,12,12,130,130
2230,113,3,cover-and-generate,t+_cover,3,19.4595501423,1,1,12,12,130,130
2231,113,3,cover-and-generate,t+_cover,4,21.2371430397,1,1,12,12,130,130
2232,113,3,cover-and-generate,t+_cover,5,19.5809488297,1,1,12,12,130,130
2233,151,4,cover-and-generate,t_cover,1,7.31760692596,9,0,51,73,20,0
2234,151,4,cover-and-generate,t_cover,2,9.79629898071,9,0,51,73,20,0
2235,151,4,cover-and-generate,t*_cover,1,145.535156012,14,0,51,73,2561,0
2236,151,4,cover-and-generate,t_order,1,44.7507839203,7,0,51,73,2561,0
2237,151,4,cover-and-generate,t+_cover,1,122.123424053,7,0,51,73,2541,0
2238,40,4,cover-and-generate,t_cover,1,9.70504307747,7,0,76,98,29,0
2239,40,4,cover-and-generate,t_cover,2,13.5226619244,7,0,76,98,29,0
2240,40,4,cover-and-generate,t*_cover,1,427.20338583,10,0,76,98,27601,0
2241,40,4,cover-and-generate,t_order,1,96.2748529911,7,0,76,98,27601,0
2242,40,4,cover-and-generate,t+_cover,1,408.693604946,8,0,76,98,27572,0
2243,46,2,generate-and-cover,t_cover,1,15.7290699482,9,0,52,69,28,0
2244,46,2,generate-and-cover,t*_cover,1,340.116891861,23,0,52,69,425,0
2245,46,2,generate-and-cover,t_order,1,90.9741590023,20,0,52,69,399,0
2246,46,2,generate-and-cover,t_order,2,90.9741590023,20,0,52,69,399,0
2247,46,2,generate-and-cover,t+_cover,1,240.902829885,18,0,52,69,397,0
2248,46,2,cover-and-generate,t_cover,1,10.6737439632,6,0,52,69,28,0
2249,46,2,cover-and-generate,t_cover,2,13.0141918659,6,0,52,69,28,0
2250,46,2,cover-and-generate,t_cover,3,10.3552229404,6,0,52,69,28,0
